payment_id,due_date,amount,currency,recipient,priority,category,account_from,description,can_be_delayed
PAY00350,2026-06-14,34152.32,EUR,Hill Group,low,cashback,ACC006,Proactive holistic function,True
PAY00407,2026-06-14,58645.51,EUR,Warner-Myers,high,cashback,ACC015,Self-enabling mission-critical emulation,False
PAY00320,2026-06-14,90953.24,USD,Spears-Rivas,high,bill_payment,ACC007,Innovative 6thgeneration moderator,False
PAY00307,2026-06-14,49291.01,USD,"Smith, Sparks and Hunt",normal,tax_payment,ACC014,Centralized incremental info-mediaries,True
PAY00302,2026-06-14,45532.55,GBP,Price and Sons,normal,salary,ACC020,Versatile leadingedge infrastructure,True
PAY00037,2026-06-14,28823.04,USD,Moore-Doyle,high,salary,ACC009,Operative solution-oriented core,False
PAY00252,2026-06-14,7283.31,KZT,"Gilbert, Henry and Johnson",normal,cashback,ACC011,Realigned context-sensitive application,True
PAY00031,2026-06-14,71291.08,USD,"Steele, Vasquez and Shaw",high,partner_settlement,ACC013,Centralized attitude-oriented strategy,False
PAY00029,2026-06-14,25983.95,KZT,Green-Spencer,normal,cashback,ACC017,Fundamental systematic analyzer,True
PAY00141,2026-06-14,437438.99,GBP,Allen-Velez,critical,bill_payment,ACC020,Ergonomic systemic migration,False
PAY00330,2026-06-15,12356.24,EUR,Moore PLC,normal,tax_payment,ACC008,Reactive impactful adapter,True
PAY00089,2026-06-15,66469.62,USD,"Patterson, Hoffman and Shelton",high,partner_settlement,ACC005,Self-enabling bifurcated forecast,False
PAY00347,2026-06-15,7952.53,KZT,Ramirez Inc,normal,salary,ACC003,Re-engineered bi-directional function,True
PAY00478,2026-06-15,50434.95,KZT,Baldwin Group,high,cashback,ACC016,Multi-channeled web-enabled attitude,False
PAY00027,2026-06-15,20152.5,EUR,Martin-Thomas,normal,tax_payment,ACC005,Reactive multi-tasking conglomeration,True
PAY00131,2026-06-15,38704.77,KZT,Terrell Inc,high,partner_settlement,ACC006,Virtual intangible service-desk,False
PAY00388,2026-06-15,5765.68,EUR,"Keith, Kennedy and Dillon",low,partner_settlement,ACC009,Focused upward-trending task-force,True
PAY00349,2026-06-15,44154.84,KZT,Friedman LLC,normal,cashback,ACC016,Versatile actuating core,True
PAY00020,2026-06-15,87917.03,GBP,"Lawrence, Rogers and Mcdaniel",high,salary,ACC020,Advanced incremental Local Area Network,False
PAY00016,2026-06-15,433406.44,GBP,"Morgan, Guzman and Proctor",critical,cashback,ACC013,Inverse optimizing open architecture,False
PAY00228,2026-06-15,38706.94,KZT,"Stephens, Gross and Mcbride",high,cashback,ACC018,Business-focused eco-centric customer loyalty,False
PAY00392,2026-06-16,40185.97,EUR,Jackson-Franklin,normal,bill_payment,ACC003,Fully-configurable executive policy,True
PAY00453,2026-06-16,25813.3,USD,Morgan and Sons,normal,cashback,ACC009,Managed local orchestration,True
PAY00496,2026-06-16,390844.87,KZT,Anderson Group,critical,partner_settlement,ACC009,Polarized zero administration solution,False
PAY00102,2026-06-16,24879.95,EUR,Sanchez PLC,normal,salary,ACC010,Grass-roots clear-thinking Local Area Network,True
PAY00378,2026-06-16,48573.4,KZT,"Villa, Chavez and Oliver",normal,partner_settlement,ACC002,Switchable 3rdgeneration ability,True
PAY00450,2026-06-16,61589.61,GBP,"Avila, Boyer and Hines",high,salary,ACC013,Cross-group bifurcated emulation,False
PAY00044,2026-06-16,11649.95,EUR,Mathews Ltd,normal,salary,ACC001,Sharable full-range matrices,True
PAY00127,2026-06-16,257889.83,EUR,"Sullivan, Dougherty and Morris",critical,salary,ACC020,Down-sized mobile orchestration,False
PAY00283,2026-06-16,56096.58,GBP,Livingston Inc,critical,merchant_payout,ACC011,Organized even-keeled algorithm,False
PAY00155,2026-06-16,34602.48,KZT,Avila Inc,normal,salary,ACC018,Profound full-range help-desk,True
PAY00273,2026-06-16,16524.25,EUR,"Garcia, Hodges and Page",normal,salary,ACC008,User-centric homogeneous Internet solution,True
PAY00135,2026-06-16,55480.27,KZT,Henderson-Nguyen,high,bill_payment,ACC001,Re-contextualized mission-critical leverage,False
PAY00435,2026-06-16,59553.34,EUR,Martinez-Garner,critical,merchant_payout,ACC001,Grass-roots intermediate function,False
PAY00374,2026-06-16,27919.5,EUR,"Booth, Porter and Nunez",low,tax_payment,ACC017,Sharable maximized synergy,True
PAY00140,2026-06-16,8591.03,GBP,Lee-Wilson,normal,cashback,ACC014,Innovative discrete info-mediaries,True
PAY00159,2026-06-16,2284.09,GBP,Richmond-Taylor,normal,bill_payment,ACC020,User-centric maximized structure,True
PAY00157,2026-06-16,2960.33,USD,"Foster, Washington and Brown",normal,bill_payment,ACC005,Front-line object-oriented alliance,True
PAY00209,2026-06-16,64223.11,KZT,"Rice, Rocha and Green",high,cashback,ACC006,Persevering user-facing product,False
