transaction_id,datetime,type,amount,currency,account_id,payment_system,delay_days,category,status,direction,counterparty,description
TXN00020095,2026-02-16 16:09:18,card_payment,470.78,GBP,ACC012,INSTANT,0,partner_transfer,completed,outflow,Edwards-Davis,aggregate clicks-and-mortar channels
TXN00014962,2026-02-16 16:09:18,cashback_payout,82.58,USD,ACC017,SEPA,1,salary,completed,outflow,"Lee, Leblanc and Collins",e-enable efficient markets
TXN00013984,2026-02-16 16:10:18,card_payment,514.14,USD,ACC015,CARD_CLEARING,3,cashback,completed,outflow,Li Ltd,incubate e-business technologies
TXN00040566,2026-02-16 16:12:18,merchant_settlement,81634.1,USD,ACC014,INSTANT,0,bill_payment,pending,outflow,Cruz-Clayton,generate impactful solutions
TXN00028712,2026-02-16 16:13:18,cashback_payout,219.47,USD,ACC018,CARD_CLEARING,3,client_transfer,completed,outflow,Hill-Peterson,deploy real-time networks
TXN00000007,2026-02-16 16:13:18,card_payment,159.68,EUR,ACC009,CARD_CLEARING,4,bill_payment,pending,outflow,Roman-Blair,incubate 24/7 architectures
TXN00095326,2026-02-16 16:14:18,deposit,55.14,KZT,ACC014,CARD_CLEARING,3,partner_transfer,completed,inflow,Torres-Hoffman,productize 24/7 e-tailers
TXN00087926,2026-02-16 16:18:18,transfer,600.79,GBP,ACC010,INSTANT,0,merchant_payment,completed,inflow,"Smith, Hancock and Thomas",synthesize enterprise platforms
TXN00023204,2026-02-16 16:19:18,withdrawal,189.84,EUR,ACC009,SWIFT,2,bill_payment,completed,outflow,Rivera Ltd,drive back-end solutions
TXN00049084,2026-02-16 16:22:18,cashback_payout,313.97,GBP,ACC017,SEPA,1,salary,completed,outflow,"Gomez, Taylor and Campbell",iterate back-end e-tailers
TXN00043616,2026-02-16 16:24:18,transfer,1013.0,USD,ACC020,ACH,1,bill_payment,completed,inflow,Coleman and Sons,deliver holistic architectures
TXN00040439,2026-02-16 16:25:18,merchant_settlement,68184.44,GBP,ACC009,SEPA,1,client_transfer,completed,outflow,Ford Group,empower clicks-and-mortar methodologies
TXN00091695,2026-02-16 16:26:18,deposit,24.94,USD,ACC011,ACH,1,partner_transfer,processing,inflow,Bell Inc,deploy world-class applications
TXN00001603,2026-02-16 16:28:18,merchant_settlement,91156.75,USD,ACC015,SEPA,1,bill_payment,completed,outflow,"Sullivan, Gonzalez and Turner",integrate open-source architectures
TXN00020972,2026-02-16 16:29:18,partner_payment,8009.57,EUR,ACC016,CARD_CLEARING,3,partner_transfer,processing,outflow,"Riggs, Wilson and Montgomery",e-enable interactive partnerships
TXN00042686,2026-02-16 16:31:18,cashback_payout,304.79,GBP,ACC017,SWIFT,2,merchant_payment,completed,outflow,Wells-Phillips,leverage interactive experiences
TXN00047152,2026-02-16 16:32:18,card_payment,1118.46,KZT,ACC013,ACH,1,salary,completed,outflow,Lang-Jackson,synthesize dynamic initiatives
TXN00092576,2026-02-16 16:32:18,partner_payment,123.38,KZT,ACC018,INSTANT,0,partner_transfer,completed,outflow,Gilbert-Cortez,innovate bricks-and-clicks vortals
TXN00016381,2026-02-16 16:32:18,transfer,288.3,KZT,ACC010,SEPA,1,bill_payment,completed,inflow,Robinson PLC,re-intermediate vertical communities
TXN00047366,2026-02-16 16:32:18,withdrawal,36.39,GBP,ACC004,SEPA,1,client_transfer,completed,outflow,"Wilson, Rollins and Mahoney",engineer scalable infrastructures
TXN00087462,2026-02-16 16:38:18,partner_payment,84.18,USD,ACC013,CARD_CLEARING,3,partner_transfer,completed,outflow,Parker Inc,whiteboard user-centric models
TXN00035194,2026-02-16 16:39:18,withdrawal,3259.06,USD,ACC020,SWIFT,3,cashback,completed,outflow,Hensley Inc,synthesize extensible channels
TXN00017523,2026-02-16 16:39:18,partner_payment,3.9,EUR,ACC007,SEPA,1,bill_payment,completed,outflow,"Mccoy, Johnson and Burgess",re-intermediate value-added experiences
TXN00015330,2026-02-16 16:39:18,card_payment,8.1,USD,ACC013,CARD_CLEARING,5,client_transfer,completed,outflow,Harrison-Franklin,productize 24/365 schemas
TXN00052062,2026-02-16 16:40:18,deposit,178.79,KZT,ACC014,ACH,1,cashback,completed,inflow,Beltran Ltd,enable open-source technologies
TXN00021445,2026-02-16 16:40:18,partner_payment,98903.22,EUR,ACC001,SEPA,1,partner_transfer,completed,outflow,"Snow, Kim and Gonzalez",transform one-to-one experiences
TXN00053616,2026-02-16 16:41:18,transfer,751.3,GBP,ACC012,INSTANT,0,salary,completed,inflow,Padilla-Bell,envisioneer killer methodologies
TXN00098009,2026-02-16 16:42:18,withdrawal,2423.33,KZT,ACC017,ACH,1,salary,completed,outflow,Sherman-Lopez,optimize web-enabled web-readiness
TXN00060869,2026-02-16 16:43:18,card_payment,22.68,KZT,ACC015,SEPA,1,merchant_payment,completed,outflow,Morales and Sons,architect B2C deliverables
TXN00042204,2026-02-16 16:46:18,deposit,46.65,GBP,ACC007,SWIFT,3,partner_transfer,completed,inflow,Young-Freeman,exploit clicks-and-mortar models
TXN00039551,2026-02-16 16:46:18,cashback_payout,45.8,GBP,ACC010,CARD_CLEARING,5,client_transfer,completed,outflow,Smith Ltd,deploy 24/365 channels
TXN00003392,2026-02-16 16:48:18,deposit,5.17,EUR,ACC013,INSTANT,0,bill_payment,completed,inflow,Wells Inc,leverage out-of-the-box paradigms
TXN00097627,2026-02-16 16:49:18,cashback_payout,195.05,EUR,ACC009,INSTANT,0,partner_transfer,pending,outflow,Reed and Sons,facilitate value-added applications
TXN00012111,2026-02-16 16:49:18,transfer,135.04,GBP,ACC009,INSTANT,0,merchant_payment,completed,inflow,"Cherry, Leon and Chambers",target wireless architectures
TXN00048607,2026-02-16 16:51:18,withdrawal,23.58,KZT,ACC018,SEPA,1,salary,completed,outflow,Kelly PLC,repurpose compelling infrastructures
TXN00034601,2026-02-16 16:51:18,transfer,732.02,GBP,ACC014,ACH,1,merchant_payment,completed,inflow,"Gomez, Kent and Neal",orchestrate killer niches
TXN00004999,2026-02-16 16:55:18,merchant_settlement,31413.54,EUR,ACC015,ACH,1,bill_payment,completed,outflow,Shaffer Inc,maximize viral communities
TXN00049334,2026-02-16 16:55:18,deposit,381.57,USD,ACC017,INSTANT,0,cashback,pending,inflow,"Lopez, Lee and Hanson",incentivize bricks-and-clicks e-business
TXN00000713,2026-02-16 16:57:18,withdrawal,6625.7,GBP,ACC011,ACH,1,salary,processing,outflow,Garcia and Sons,aggregate transparent schemas
TXN00059836,2026-02-16 16:58:18,transfer,508.22,EUR,ACC011,CARD_CLEARING,5,partner_transfer,completed,inflow,Walton-Paul,utilize robust supply-chains
TXN00041366,2026-02-16 16:58:18,merchant_settlement,67798.89,USD,ACC016,CARD_CLEARING,3,cashback,completed,outflow,Velasquez PLC,deliver user-centric e-commerce
TXN00078379,2026-02-16 16:58:18,merchant_settlement,98023.64,GBP,ACC018,ACH,1,client_transfer,pending,outflow,"Moran, Ayers and Wilson",aggregate 24/7 vortals
TXN00072141,2026-02-16 17:00:18,withdrawal,933.51,USD,ACC016,SWIFT,3,partner_transfer,completed,outflow,"Flynn, Gonzales and Moore",aggregate sticky action-items
TXN00011137,2026-02-16 17:02:18,deposit,34.86,USD,ACC018,ACH,1,bill_payment,completed,inflow,Nichols Ltd,aggregate front-end initiatives
TXN00015113,2026-02-16 17:02:18,deposit,383.44,USD,ACC002,SWIFT,3,cashback,completed,inflow,"Larson, Fisher and Willis",aggregate granular architectures
TXN00061541,2026-02-16 17:04:18,deposit,323.65,USD,ACC019,ACH,1,merchant_payment,completed,inflow,"Joyce, Bruce and Wilson",envisioneer killer e-tailers
TXN00092985,2026-02-16 17:06:18,merchant_settlement,34996.12,USD,ACC006,SEPA,1,partner_transfer,completed,outflow,"Thompson, Berry and Anderson",drive compelling supply-chains
TXN00095041,2026-02-16 17:07:18,cashback_payout,496.11,USD,ACC002,SEPA,1,client_transfer,pending,outflow,Wong Group,matrix cross-media vortals
TXN00063818,2026-02-16 17:07:18,partner_payment,194.14,USD,ACC011,CARD_CLEARING,4,merchant_payment,processing,outflow,Taylor-Wright,transform robust channels
TXN00031281,2026-02-16 17:08:18,cashback_payout,304.02,GBP,ACC020,CARD_CLEARING,5,merchant_payment,completed,outflow,Gonzalez and Sons,strategize virtual applications
TXN00069698,2026-02-16 17:09:18,withdrawal,50.9,USD,ACC001,INSTANT,0,bill_payment,completed,outflow,Castaneda Ltd,unleash cross-platform deliverables
TXN00027270,2026-02-16 17:10:18,withdrawal,595.13,USD,ACC019,SWIFT,2,partner_transfer,completed,outflow,Smith and Sons,synthesize value-added functionalities
TXN00038929,2026-02-16 17:13:18,partner_payment,893.65,KZT,ACC004,SEPA,1,merchant_payment,completed,outflow,"Jones, Yoder and Boyd",matrix extensible vortals
TXN00040986,2026-02-16 17:13:18,card_payment,162.71,EUR,ACC005,INSTANT,0,partner_transfer,completed,outflow,Mccall-Huffman,enable cross-media models
TXN00055180,2026-02-16 17:14:18,card_payment,73.87,GBP,ACC009,CARD_CLEARING,3,salary,completed,outflow,"Carr, Allen and Anderson",innovate e-business portals
TXN00029861,2026-02-16 17:18:18,withdrawal,10481.45,KZT,ACC020,SEPA,1,client_transfer,completed,outflow,Jefferson-Mcdonald,integrate wireless communities
TXN00022523,2026-02-16 17:22:18,withdrawal,157.21,EUR,ACC019,SEPA,1,merchant_payment,completed,outflow,Wolfe-Martin,reinvent 24/7 communities
TXN00043408,2026-02-16 17:24:18,merchant_settlement,45472.31,GBP,ACC009,CARD_CLEARING,3,partner_transfer,completed,outflow,"Mckinney, Parker and Mann",redefine leading-edge eyeballs
TXN00076046,2026-02-16 17:24:18,withdrawal,536.21,GBP,ACC009,ACH,1,merchant_payment,processing,outflow,Stevens Ltd,aggregate enterprise e-markets
TXN00026314,2026-02-16 17:24:18,deposit,1672.98,GBP,ACC011,CARD_CLEARING,4,salary,completed,inflow,Waller LLC,engineer proactive info-mediaries
TXN00001146,2026-02-16 17:26:18,withdrawal,106.03,KZT,ACC016,ACH,1,bill_payment,completed,outflow,Jimenez-Jimenez,exploit clicks-and-mortar metrics
TXN00088683,2026-02-16 17:27:18,merchant_settlement,70950.88,KZT,ACC014,CARD_CLEARING,5,merchant_payment,completed,outflow,"Nguyen, Caldwell and Bauer",deliver e-business partnerships
TXN00062821,2026-02-16 17:30:18,cashback_payout,331.48,USD,ACC015,ACH,1,merchant_payment,pending,outflow,Valdez PLC,target enterprise info-mediaries
TXN00062712,2026-02-16 17:34:18,partner_payment,3568.63,KZT,ACC012,SWIFT,2,cashback,processing,outflow,Khan and Sons,incentivize value-added initiatives
TXN00049143,2026-02-16 17:36:18,merchant_settlement,6431.43,USD,ACC006,INSTANT,0,merchant_payment,completed,outflow,Barnes and Sons,exploit distributed e-commerce
TXN00041421,2026-02-16 17:36:18,transfer,90.75,USD,ACC019,SEPA,1,salary,completed,inflow,"Anderson, Mitchell and Steele",re-contextualize cross-platform models
TXN00003598,2026-02-16 17:38:18,card_payment,516.44,KZT,ACC010,SEPA,1,cashback,completed,outflow,Lee Ltd,re-intermediate 24/7 methodologies
TXN00047556,2026-02-16 17:41:18,cashback_payout,187.13,USD,ACC011,CARD_CLEARING,5,client_transfer,completed,outflow,Garcia-Valenzuela,deploy enterprise niches
TXN00049466,2026-02-16 17:41:18,cashback_payout,139.96,KZT,ACC004,SEPA,1,client_transfer,completed,outflow,"Swanson, Spence and Conley",productize impactful content
TXN00075896,2026-02-16 17:42:18,cashback_payout,488.69,KZT,ACC003,SEPA,1,bill_payment,completed,outflow,"Chavez, Bailey and Roberts",maximize extensible systems
TXN00020414,2026-02-16 17:44:18,merchant_settlement,25441.66,EUR,ACC020,SWIFT,3,client_transfer,processing,outflow,"Evans, Martin and Costa",exploit vertical models
TXN00060390,2026-02-16 17:46:18,partner_payment,354.76,USD,ACC018,INSTANT,0,cashback,completed,outflow,Brown-Lee,incubate front-end mindshare
TXN00091836,2026-02-16 17:47:18,partner_payment,383.07,GBP,ACC014,ACH,1,bill_payment,completed,outflow,Hernandez LLC,redefine web-enabled models
TXN00028904,2026-02-16 17:47:18,card_payment,685.5,GBP,ACC005,SEPA,1,bill_payment,completed,outflow,"Gilbert, Wright and Jackson",exploit cross-platform web-readiness
TXN00029085,2026-02-16 17:48:18,partner_payment,46.38,USD,ACC003,SEPA,1,salary,completed,outflow,"Smith, Jackson and Payne",incentivize front-end paradigms
TXN00026830,2026-02-16 17:51:18,partner_payment,648.7,EUR,ACC015,SWIFT,3,salary,completed,outflow,Gray LLC,scale end-to-end interfaces
TXN00066689,2026-02-16 17:53:18,partner_payment,598.0,GBP,ACC010,SWIFT,3,cashback,completed,outflow,Gomez-Richardson,empower rich eyeballs
TXN00086161,2026-02-16 17:54:18,withdrawal,219.6,EUR,ACC013,SWIFT,2,merchant_payment,completed,outflow,Sherman Ltd,incentivize user-centric markets
TXN00078523,2026-02-16 17:58:18,partner_payment,8142.37,EUR,ACC019,SWIFT,2,merchant_payment,completed,outflow,"Rogers, Brown and Graham",generate back-end e-business
TXN00057662,2026-02-16 17:59:18,withdrawal,509.73,EUR,ACC006,SWIFT,3,client_transfer,completed,outflow,"Wilson, Rios and Garcia",syndicate end-to-end platforms
TXN00094457,2026-02-16 18:01:18,cashback_payout,484.97,GBP,ACC008,SWIFT,3,partner_transfer,completed,outflow,Holt Inc,enable distributed users
TXN00055969,2026-02-16 18:03:18,cashback_payout,50.38,KZT,ACC009,CARD_CLEARING,4,client_transfer,completed,outflow,"Butler, Johnson and Walker",scale robust interfaces
TXN00081851,2026-02-16 18:06:18,card_payment,784.73,KZT,ACC008,SEPA,1,salary,pending,outflow,"Strong, Ramos and Bartlett",architect innovative e-commerce
TXN00066924,2026-02-16 18:11:18,transfer,516.42,KZT,ACC005,CARD_CLEARING,4,bill_payment,completed,inflow,Johnson-Ortiz,scale collaborative communities
TXN00018466,2026-02-16 18:14:18,cashback_payout,250.33,USD,ACC019,SWIFT,3,merchant_payment,completed,outflow,Bowman LLC,redefine efficient solutions
TXN00000140,2026-02-16 18:14:18,partner_payment,25.65,EUR,ACC007,CARD_CLEARING,5,salary,completed,outflow,"Perkins, Kennedy and Schmidt",brand open-source convergence
TXN00061000,2026-02-16 18:15:18,deposit,275.79,KZT,ACC020,ACH,1,salary,completed,inflow,"Quinn, Cunningham and Sharp",maximize real-time experiences
TXN00046850,2026-02-16 18:16:18,merchant_settlement,74018.23,GBP,ACC014,INSTANT,0,salary,completed,outflow,"Barron, Mitchell and Montes",synthesize bleeding-edge markets
TXN00037342,2026-02-16 18:16:18,partner_payment,5916.34,KZT,ACC006,ACH,1,salary,processing,outflow,Garcia Group,streamline cutting-edge niches
TXN00035592,2026-02-16 18:17:18,deposit,488.68,USD,ACC010,INSTANT,0,client_transfer,completed,inflow,Simmons Inc,revolutionize impactful experiences
TXN00097278,2026-02-16 18:18:18,partner_payment,392.08,EUR,ACC009,INSTANT,0,cashback,completed,outflow,Webb-Gibson,revolutionize real-time deliverables
TXN00019126,2026-02-16 18:20:18,partner_payment,47.36,GBP,ACC002,INSTANT,0,merchant_payment,completed,outflow,Harvey-Bennett,strategize efficient partnerships
TXN00091945,2026-02-16 18:21:18,deposit,4594.87,USD,ACC003,SEPA,1,partner_transfer,completed,inflow,"Vargas, Reid and Cisneros",matrix virtual action-items
TXN00068575,2026-02-16 18:30:18,partner_payment,3826.28,USD,ACC016,SWIFT,2,cashback,completed,outflow,Wilson-Skinner,cultivate innovative action-items
TXN00078770,2026-02-16 18:35:18,cashback_payout,205.48,KZT,ACC019,ACH,1,salary,completed,outflow,"Montes, White and Gregory",cultivate one-to-one web services
TXN00049633,2026-02-16 18:36:18,cashback_payout,412.81,KZT,ACC009,CARD_CLEARING,4,bill_payment,completed,outflow,"Ortiz, Miller and Medina",monetize viral deliverables
TXN00061161,2026-02-16 18:38:18,merchant_settlement,16585.97,USD,ACC013,CARD_CLEARING,4,partner_transfer,completed,outflow,"Roberts, Harrison and Gonzalez",evolve intuitive technologies
TXN00040564,2026-02-16 18:41:18,card_payment,78.84,KZT,ACC002,CARD_CLEARING,5,partner_transfer,completed,outflow,Andrews-King,productize efficient infrastructures
TXN00066026,2026-02-16 18:43:18,withdrawal,2662.45,EUR,ACC013,ACH,1,bill_payment,pending,outflow,Stone LLC,strategize global synergies
TXN00036093,2026-02-16 18:43:18,cashback_payout,242.12,GBP,ACC018,INSTANT,0,merchant_payment,completed,outflow,Ray Ltd,unleash bricks-and-clicks users
TXN00027987,2026-02-16 18:43:18,partner_payment,115.55,GBP,ACC011,CARD_CLEARING,4,cashback,completed,outflow,Flores-Sosa,redefine bleeding-edge content
TXN00012415,2026-02-16 18:44:18,withdrawal,129.81,EUR,ACC019,SEPA,1,cashback,completed,outflow,Turner Ltd,transform enterprise models
TXN00083933,2026-02-16 18:48:18,deposit,2955.16,GBP,ACC003,ACH,1,merchant_payment,completed,inflow,Smith PLC,harness dynamic partnerships
TXN00034354,2026-02-16 18:58:18,withdrawal,409.06,EUR,ACC015,SWIFT,2,salary,completed,outflow,Leonard-Jones,deliver cutting-edge partnerships
TXN00012761,2026-02-16 18:58:18,transfer,4024.91,USD,ACC008,ACH,1,bill_payment,completed,inflow,Morrison LLC,grow innovative metrics
TXN00091020,2026-02-16 19:00:18,merchant_settlement,47908.87,KZT,ACC001,SEPA,1,bill_payment,completed,outflow,"Kemp, Brandt and Bowman",deploy strategic web services
TXN00052221,2026-02-16 19:00:18,deposit,1350.7,GBP,ACC015,SEPA,1,salary,completed,inflow,Johnson Inc,generate extensible mindshare
TXN00030094,2026-02-16 19:01:18,deposit,25613.52,USD,ACC001,INSTANT,0,merchant_payment,processing,inflow,Parker-Cardenas,cultivate next-generation ROI
TXN00097509,2026-02-16 19:03:18,deposit,2004.94,KZT,ACC020,CARD_CLEARING,5,salary,completed,inflow,Obrien-May,repurpose enterprise methodologies
TXN00069463,2026-02-16 19:05:18,cashback_payout,430.79,KZT,ACC006,SWIFT,2,partner_transfer,completed,outflow,Melendez-Giles,whiteboard web-enabled info-mediaries
TXN00092466,2026-02-16 19:10:18,merchant_settlement,59230.36,GBP,ACC019,SWIFT,3,cashback,completed,outflow,Hall Ltd,mesh visionary e-services
TXN00005937,2026-02-16 19:14:18,transfer,57.85,GBP,ACC015,ACH,1,cashback,processing,inflow,"Crosby, Nichols and Lopez",matrix granular deliverables
TXN00033796,2026-02-16 19:17:18,card_payment,32.73,GBP,ACC016,SWIFT,3,partner_transfer,processing,outflow,"Stewart, Nguyen and Price",syndicate robust communities
TXN00053352,2026-02-16 19:19:18,withdrawal,700.39,EUR,ACC008,INSTANT,0,salary,completed,outflow,Taylor-Rojas,envisioneer front-end synergies
TXN00032872,2026-02-16 19:20:18,transfer,50.59,GBP,ACC015,CARD_CLEARING,5,merchant_payment,completed,inflow,Sampson-Gates,unleash bleeding-edge schemas
TXN00063171,2026-02-16 19:20:18,partner_payment,20926.8,GBP,ACC001,INSTANT,0,partner_transfer,completed,outflow,Olson-Quinn,benchmark strategic users
TXN00041674,2026-02-16 19:22:18,cashback_payout,113.73,USD,ACC014,ACH,1,cashback,completed,outflow,"Stone, Rose and Skinner",monetize intuitive architectures
TXN00071453,2026-02-16 19:30:18,cashback_payout,75.0,EUR,ACC018,CARD_CLEARING,5,client_transfer,completed,outflow,Wilson-Holt,exploit extensible models
TXN00086008,2026-02-16 19:36:18,transfer,802.25,USD,ACC005,CARD_CLEARING,3,bill_payment,completed,inflow,Doyle and Sons,optimize one-to-one systems
TXN00055042,2026-02-16 19:36:18,partner_payment,3116.77,GBP,ACC016,CARD_CLEARING,4,partner_transfer,completed,outflow,Moreno Group,e-enable dot-com action-items
TXN00015847,2026-02-16 19:36:18,transfer,6698.12,GBP,ACC019,ACH,1,merchant_payment,completed,inflow,"Wong, Carter and Smith",benchmark B2C interfaces
TXN00077499,2026-02-16 19:37:18,card_payment,399.51,KZT,ACC003,SWIFT,3,merchant_payment,completed,outflow,Ballard-Aguirre,aggregate B2B web-readiness
TXN00021766,2026-02-16 19:44:18,withdrawal,108.57,GBP,ACC009,INSTANT,0,client_transfer,completed,outflow,"Hernandez, Watkins and Simmons",benchmark 24/7 interfaces
TXN00033612,2026-02-16 19:47:18,deposit,804.97,KZT,ACC020,SEPA,1,merchant_payment,completed,inflow,"Hayden, Lucas and Mitchell",e-enable killer e-tailers
TXN00008114,2026-02-16 19:50:18,partner_payment,60.64,KZT,ACC013,CARD_CLEARING,5,salary,completed,outflow,Boyer Inc,enhance best-of-breed applications
TXN00061107,2026-02-16 19:56:18,card_payment,1611.9,USD,ACC015,SWIFT,2,client_transfer,completed,outflow,Turner-Richardson,transform cutting-edge e-tailers
TXN00037010,2026-02-16 20:03:18,card_payment,172.19,EUR,ACC013,SWIFT,3,partner_transfer,completed,outflow,"Bennett, Schmitt and Ellis",maximize frictionless mindshare
TXN00005825,2026-02-16 20:03:18,card_payment,292.91,EUR,ACC010,SWIFT,3,client_transfer,completed,outflow,Sanchez-Long,incubate turn-key paradigms
TXN00037784,2026-02-16 20:07:18,card_payment,470.5,KZT,ACC018,ACH,1,client_transfer,completed,outflow,Tate LLC,synergize proactive content
TXN00070906,2026-02-16 20:15:18,transfer,235.99,USD,ACC008,SEPA,1,partner_transfer,completed,inflow,"Duncan, Leblanc and Wallace",optimize synergistic markets
TXN00002759,2026-02-16 20:15:18,merchant_settlement,84225.35,GBP,ACC007,ACH,1,bill_payment,completed,outflow,Barnett LLC,engineer back-end partnerships
TXN00068421,2026-02-16 20:16:18,withdrawal,17.89,EUR,ACC009,SWIFT,3,client_transfer,completed,outflow,Clark Ltd,re-intermediate mission-critical methodologies
TXN00079834,2026-02-16 20:20:18,transfer,5745.35,KZT,ACC008,ACH,1,bill_payment,pending,inflow,"Craig, Thomas and Tran",e-enable plug-and-play supply-chains
TXN00064439,2026-02-16 20:21:18,cashback_payout,99.73,USD,ACC007,ACH,1,client_transfer,processing,outflow,Bradley-Miller,integrate extensible info-mediaries
TXN00061198,2026-02-16 20:23:18,merchant_settlement,46037.67,EUR,ACC002,ACH,1,client_transfer,completed,outflow,Skinner and Sons,grow cutting-edge paradigms
TXN00061131,2026-02-16 20:40:18,cashback_payout,476.85,USD,ACC005,INSTANT,0,salary,completed,outflow,Alexander-Jones,optimize cutting-edge markets
TXN00067206,2026-02-16 20:40:18,cashback_payout,176.5,GBP,ACC014,SWIFT,2,salary,pending,outflow,"Chambers, Moore and Parker",empower frictionless users
TXN00014068,2026-02-16 20:43:18,card_payment,253.89,GBP,ACC020,SWIFT,3,merchant_payment,completed,outflow,Francis-Cook,architect open-source schemas
TXN00094735,2026-02-16 20:46:18,card_payment,22.39,EUR,ACC009,CARD_CLEARING,3,merchant_payment,completed,outflow,Gutierrez and Sons,incubate integrated convergence
TXN00083209,2026-02-16 20:48:18,withdrawal,1739.18,KZT,ACC015,CARD_CLEARING,5,client_transfer,completed,outflow,Hanson LLC,revolutionize compelling models
TXN00029101,2026-02-16 20:51:18,withdrawal,164.63,GBP,ACC018,ACH,1,merchant_payment,completed,outflow,Smith-Ferguson,deploy compelling methodologies
TXN00049393,2026-02-16 21:08:18,merchant_settlement,70869.45,KZT,ACC005,CARD_CLEARING,3,partner_transfer,completed,outflow,Brooks Group,synthesize cutting-edge applications
TXN00058053,2026-02-16 21:19:18,merchant_settlement,5559.36,GBP,ACC005,ACH,1,cashback,completed,outflow,Castillo-Mathis,integrate distributed applications
TXN00053620,2026-02-16 21:20:18,partner_payment,1104.51,KZT,ACC007,INSTANT,0,bill_payment,completed,outflow,"Figueroa, Gomez and Williams",redefine synergistic e-markets
TXN00097125,2026-02-16 21:26:18,partner_payment,374.86,EUR,ACC008,CARD_CLEARING,4,merchant_payment,completed,outflow,Small PLC,implement synergistic synergies
TXN00023506,2026-02-16 21:38:18,merchant_settlement,56050.4,KZT,ACC003,INSTANT,0,partner_transfer,completed,outflow,"Holt, Tran and Mckay",synergize interactive e-commerce
TXN00027227,2026-02-16 21:48:18,partner_payment,100.95,GBP,ACC018,ACH,1,bill_payment,completed,outflow,"Holmes, Welch and Ryan",revolutionize end-to-end web services
TXN00040172,2026-02-16 21:53:18,merchant_settlement,1384.93,EUR,ACC018,ACH,1,merchant_payment,completed,outflow,Brown-Hill,facilitate web-enabled functionalities
TXN00023026,2026-02-16 22:03:18,cashback_payout,285.54,EUR,ACC008,SWIFT,2,client_transfer,completed,outflow,Lambert-Jackson,transition open-source deliverables
TXN00063991,2026-02-16 22:17:18,transfer,852.56,USD,ACC004,ACH,1,cashback,pending,inflow,"Johnson, Love and Holland",optimize back-end applications
TXN00099368,2026-02-16 22:20:18,cashback_payout,399.35,KZT,ACC017,CARD_CLEARING,3,cashback,completed,outflow,Clark PLC,visualize out-of-the-box platforms
TXN00061076,2026-02-16 22:30:18,withdrawal,215.98,KZT,ACC008,SEPA,1,merchant_payment,processing,outflow,Adams-Cooper,scale real-time bandwidth
TXN00002562,2026-02-16 22:45:18,withdrawal,196.35,GBP,ACC001,SEPA,1,bill_payment,completed,outflow,Reed Ltd,extend proactive e-services
TXN00098758,2026-02-16 23:07:18,cashback_payout,144.53,GBP,ACC003,CARD_CLEARING,5,salary,completed,outflow,Brennan-Duncan,integrate holistic markets
TXN00009556,2026-02-16 23:11:18,card_payment,529.67,USD,ACC008,ACH,1,bill_payment,completed,outflow,Gonzalez-Edwards,redefine dot-com channels
TXN00003602,2026-02-16 23:12:18,partner_payment,73.37,KZT,ACC020,SEPA,1,bill_payment,pending,outflow,Parker-Nguyen,target sticky vortals
TXN00049233,2026-02-16 23:14:18,cashback_payout,160.75,KZT,ACC015,SWIFT,3,partner_transfer,pending,outflow,"Cantu, Chapman and Young",envisioneer dynamic supply-chains
TXN00001482,2026-02-16 23:16:18,merchant_settlement,12714.29,GBP,ACC018,ACH,1,cashback,completed,outflow,Mathews Group,implement impactful portals
TXN00046018,2026-02-16 23:23:18,card_payment,5101.09,USD,ACC002,SWIFT,3,bill_payment,completed,outflow,Wolfe Ltd,architect impactful content
TXN00041167,2026-02-16 23:27:18,merchant_settlement,23861.49,GBP,ACC016,CARD_CLEARING,5,client_transfer,completed,outflow,Moore PLC,whiteboard 24/7 paradigms
TXN00009667,2026-02-16 23:30:18,transfer,91.16,USD,ACC004,INSTANT,0,client_transfer,completed,inflow,White Group,synthesize leading-edge eyeballs
TXN00066674,2026-02-16 23:48:18,deposit,83.24,EUR,ACC011,INSTANT,0,merchant_payment,pending,inflow,"Vazquez, Ochoa and Young",transform user-centric users
TXN00014549,2026-02-17 03:03:18,deposit,75.32,EUR,ACC007,SWIFT,2,merchant_payment,completed,inflow,Sanchez-Ibarra,transition vertical relationships
TXN00051482,2026-02-17 03:14:18,deposit,38.87,GBP,ACC016,CARD_CLEARING,5,cashback,pending,inflow,Martin-Brooks,monetize extensible e-commerce
TXN00008414,2026-02-17 03:53:18,cashback_payout,21.28,KZT,ACC002,CARD_CLEARING,3,merchant_payment,completed,outflow,Rojas LLC,incentivize intuitive interfaces
TXN00099968,2026-02-17 03:56:18,withdrawal,54.64,USD,ACC008,ACH,1,merchant_payment,pending,outflow,Guerra-Mills,morph mission-critical e-tailers
TXN00029563,2026-02-17 04:00:18,withdrawal,455.94,EUR,ACC004,ACH,1,partner_transfer,completed,outflow,Anderson Inc,repurpose revolutionary functionalities
TXN00050672,2026-02-17 04:27:18,card_payment,171.36,USD,ACC017,SEPA,1,client_transfer,completed,outflow,Tucker and Sons,maximize impactful niches
TXN00062614,2026-02-17 04:50:18,card_payment,4606.79,USD,ACC012,INSTANT,0,client_transfer,completed,outflow,"Williams, Martin and Williams",harness killer vortals
TXN00049025,2026-02-17 04:56:18,withdrawal,1930.18,GBP,ACC018,CARD_CLEARING,3,partner_transfer,completed,outflow,Porter PLC,leverage magnetic schemas
